



 PAIRING FACTOR=  0.500

 M*,R0  A DEPENDENT AND ALP= 0.600

 WITHOUT BOTTOM RAISING



 ALL-F
 ALL-G-T
 1ST-0A
 1ST-1V
 1ST-1A
 1ST-2A

 MODIFIED  LORENTZ TYPE II + HYPERBOLIC-SEC

 SIGMA1,2 INDEPEND ON THE MASS NUMBER AND SIGMA3=     40.00
 GAMMA=      100.00
 C1= 0.700     C2= 0.300

-----------------------------------------------------------


Calculated by using Gross Theory ver.2  with KTUY mass formula




 Beta    Z    N    A       Q-value   Half-life
 
minus                       (MeV)       (sec)

   -1   25   41   66        13.4005  0.1239E+00
   -1   25   42   67        12.0363  0.7554E-01
   -1   25   43   68        14.9399  0.5254E-01
   -1   25   44   69        13.5324  0.3431E-01
   -1   25   45   70        16.5653  0.2363E-01
   -1   25   46   71        15.7740  0.1278E-01
   -1   25   47   72        18.9242  0.8922E-02
   -1   25   48   73        17.8519  0.5800E-02
   -1   25   49   74        20.2534  0.5337E-02
   -1   25   50   75        18.9038  0.3921E-02
   -1   25   51   76        23.0480  0.2177E-02
   -1   25   52   77        21.6703  0.1688E-02
   -1   25   53   78        24.0821  0.1554E-02
   -1   25   54   79        22.8400  0.1186E-02
   -1   25   55   80        25.4955  0.1028E-02
   -1   25   56   81        24.2357  0.8049E-03
   -1   25   57   82        26.5059  0.7658E-03
   -1   25   58   83        25.3330  0.5968E-03
   -1   25   59   84        29.1316  0.4099E-03
   -1   25   60   85        27.1994  0.3828E-03
   -1   25   61   86        29.2253  0.3818E-03
   -1   25   62   87        27.6838  0.3309E-03
   -1   25   63   88        29.4878  0.3441E-03
   -1   25   64   89        27.9087  0.3018E-03
   -1   25   65   90        30.2180  0.2834E-03
   -1   25   66   91        29.0490  0.2316E-03
   -1   25   67   92        31.2191  0.2231E-03
   -1   25   68   93        29.9946  0.1860E-03
   -1   25   69   94        32.1162  0.1806E-03
   -1   25   70   95        30.9549  0.1502E-03
   -1   25   71   96        33.0500  0.1463E-03
   -1   26   33   59         2.0221  0.8939E+03
   -1   26   34   60         0.4658  0.6550E+05
   -1   26   35   61         3.7623  0.5751E+02
   -1   26   36   62         2.2314  0.1217E+03
   -1   26   37   63         5.4537  0.9384E+01
   -1   26   38   64         4.3022  0.5524E+01
   -1   26   39   65         7.7488  0.1255E+01
   -1   26   40   66         6.6063  0.6247E+00
   -1   26   41   67         9.7700  0.2820E+00
   -1   26   42   68         8.2819  0.1822E+00
   -1   26   43   69        11.1271  0.1163E+00
   -1   26   44   70         9.6464  0.7711E-01
   -1   26   45   71        12.4107  0.5506E-01
   -1   26   46   72        10.9863  0.3701E-01
   -1   26   47   73        13.9935  0.2481E-01
   -1   26   48   74        13.1669  0.1379E-01
   -1   26   49   75        16.0879  0.1016E-01
   -1   26   50   76        14.7426  0.7328E-02
   -1   26   51   77        19.0277  0.3602E-02
   -1   26   52   78        17.6673  0.2756E-02
   -1   26   53   79        20.0608  0.2515E-02
   -1   26   54   80        18.6517  0.1986E-02
   -1   26   55   81        21.1740  0.1751E-02
   -1   26   56   82        20.0111  0.1320E-02
   -1   26   57   83        22.4219  0.1201E-02
   -1   26   58   84        21.0739  0.9663E-03
   -1   26   59   85        24.6863  0.6659E-03
   -1   26   60   86        23.0297  0.5871E-03
   -1   26   61   87        25.1552  0.5710E-03
   -1   26   62   88        23.7992  0.4746E-03
   -1   26   63   89        25.7670  0.4765E-03
   -1   26   64   90        24.0369  0.4314E-03
   -1   26   65   91        26.1447  0.4195E-03
   -1   26   66   92        24.9691  0.3406E-03
   -1   26   67   93        27.2632  0.3185E-03
   -1   26   68   94        26.0929  0.2614E-03
   -1   26   69   95        28.2606  0.2505E-03
   -1   26   70   96        27.0548  0.2089E-03
   -1   26   71   97        29.1673  0.2021E-03
   -1   26   72   98        27.9906  0.1691E-03
   -1   26   73   99        30.1001  0.1635E-03
   -1   27   31   58         0.6332  0.3246E+06
   -1   27   33   60         3.4134  0.4562E+03
   -1   27   34   61         1.8295  0.1315E+04
   -1   27   35   62         5.1909  0.6856E+02
   -1   27   36   63         3.7373  0.5685E+02
   -1   27   37   64         7.0194  0.1180E+02
   -1   27   38   65         5.6297  0.7688E+01
   -1   27   39   66         8.9546  0.2338E+01
   -1   27   40   67         7.8240  0.1167E+01
   -1   27   41   68        11.3045  0.4279E+00
   -1   27   42   69         9.7938  0.2768E+00
   -1   27   43   70        12.6648  0.1745E+00
   -1   27   44   71        11.2146  0.1113E+00
   -1   27   45   72        14.0761  0.7562E-01
   -1   27   46   73        12.7205  0.4788E-01
   -1   27   47   74        15.4899  0.3576E-01
   -1   27   48   75        14.1443  0.2364E-01
   -1   27   49   76        17.0579  0.1717E-01
   -1   27   50   77        15.9183  0.1101E-01
   -1   27   51   78        20.4558  0.4797E-02
   -1   27   52   79        19.0491  0.3634E-02
   -1   27   53   80        21.5142  0.3260E-02
   -1   27   54   81        20.1211  0.2510E-02
   -1   27   55   82        22.6223  0.2232E-02
   -1   27   56   83        21.3565  0.1692E-02
   -1   27   57   84        23.8610  0.1507E-02
   -1   27   58   85        22.6086  0.1163E-02
   -1   27   59   86        25.9620  0.8452E-03
   -1   27   60   87        24.3666  0.7250E-03
   -1   27   61   88        26.3537  0.7321E-03
   -1   27   62   89        25.0740  0.5886E-03
   -1   27   63   90        27.3542  0.5548E-03
   -1   27   64   91        25.8381  0.4751E-03
   -1   27   65   92        27.7369  0.4856E-03
   -1   27   66   93        26.1556  0.4240E-03
   -1   27   67   94        28.3613  0.4049E-03
   -1   27   68   95        27.1734  0.3283E-03
   -1   27   69   96        29.4076  0.3114E-03
   -1   27   70   97        28.2487  0.2539E-03
   -1   27   71   98        30.3826  0.2455E-03
   -1   27   72   99        29.1915  0.2034E-03
   -1   27   73  100        31.2953  0.1975E-03
   -1   27   74  101        30.0597  0.1664E-03
   -1   27   75  102        32.1986  0.1604E-03
   -1   27   76  103        30.8264  0.1394E-03
   -1   28   37   65         1.0474  0.1185E+05
   -1   28   39   67         2.6882  0.2390E+03
   -1   28   40   68         1.2784  0.1172E+04
   -1   28   41   69         4.8109  0.1650E+02
   -1   28   42   70         3.5560  0.1241E+02
   -1   28   43   71         6.6162  0.2858E+01
   -1   28   44   72         5.1749  0.1920E+01
   -1   28   45   73         8.0090  0.8615E+00
   -1   28   46   74         6.6039  0.5318E+00
   -1   28   47   75         9.3689  0.3050E+00
   -1   28   48   76         7.9564  0.1918E+00
   -1   28   49   77        10.6264  0.1300E+00
   -1   28   50   78         9.1959  0.8549E-01
   -1   28   51   79        13.8575  0.2396E-01
   -1   28   52   80        12.6801  0.1553E-01
   -1   28   53   81        15.4248  0.1196E-01
   -1   28   54   82        14.0898  0.8610E-02
   -1   28   55   83        16.5766  0.7416E-02
   -1   28   56   84        15.2407  0.5485E-02
   -1   28   57   85        17.7906  0.4658E-02
   -1   28   58   86        16.5681  0.3409E-02
   -1   28   59   87        19.7238  0.2440E-02
   -1   28   60   88        18.8062  0.1701E-02
   -1   28   61   89        21.4362  0.1444E-02
   -1   28   62   90        20.1623  0.1138E-02
   -1   28   63   91        22.3677  0.1082E-02
   -1   28   64   92        20.9660  0.8916E-03
   -1   28   65   93        23.5013  0.7819E-03
   -1   28   66   94        22.3135  0.6214E-03
   -1   28   67   95        24.5652  0.5835E-03
   -1   28   68   96        23.3328  0.4745E-03
   -1   28   69   97        25.5713  0.4467E-03
   -1   28   70   98        24.4214  0.3611E-03
   -1   28   71   99        26.6422  0.3413E-03
   -1   28   72  100        25.5000  0.2786E-03
   -1   28   73  101        27.6620  0.2663E-03
   -1   28   74  102        26.4189  0.2239E-03
   -1   28   75  103        28.4668  0.2186E-03
   -1   28   76  104        26.8698  0.1977E-03
   -1   28   77  105        28.6296  0.2036E-03
   -1   28   78  106        27.3294  0.1747E-03
   -1   28   79  107        29.2348  0.1747E-03
   -1   29   35   64         0.6187  0.3446E+06
   -1   29   37   66         2.4737  0.1713E+04
   -1   29   38   67         0.9726  0.1514E+05
   -1   29   39   68         4.1002  0.2030E+03
   -1   29   40   69         2.6116  0.2581E+03
   -1   29   41   70         5.9709  0.2864E+02
   -1   29   42   71         4.6965  0.1759E+02
   -1   29   43   72         8.0028  0.4404E+01
   -1   29   44   73         6.7710  0.2436E+01
   -1   29   45   74         9.6777  0.1136E+01
   -1   29   46   75         8.2163  0.7277E+00
   -1   29   47   76        10.9380  0.4426E+00
   -1   29   48   77         9.3955  0.2992E+00
   -1   29   49   78        12.0302  0.2073E+00
   -1   29   50   79        10.5417  0.1377E+00
   -1   29   51   80        15.0851  0.3826E-01
   -1   29   52   81        13.8156  0.2472E-01
   -1   29   53   82        16.6044  0.1852E-01
   -1   29   54   83        15.4835  0.1186E-01
   -1   29   55   84        18.0351  0.9991E-02
   -1   29   56   85        16.6445  0.7343E-02
   -1   29   57   86        19.1952  0.6241E-02
   -1   29   58   87        18.0643  0.4321E-02
   -1   29   59   88        20.7556  0.3546E-02
   -1   29   60   89        19.7091  0.2480E-02
   -1   29   61   90        22.3836  0.2072E-02
   -1   29   62   91        21.3783  0.1482E-02
   -1   29   63   92        23.9531  0.1284E-02
   -1   29   64   93        22.4574  0.1068E-02
   -1   29   65   94        24.7607  0.9941E-03
   -1   29   66   95        23.5263  0.7846E-03
   -1   29   67   96        25.8109  0.7334E-03
   -1   29   68   97        24.5502  0.5906E-03
   -1   29   69   98        26.7490  0.5629E-03
   -1   29   70   99        25.5311  0.4543E-03
   -1   29   71  100        27.7355  0.4321E-03
   -1   29   72  101        26.5640  0.3494E-03
   -1   29   73  102        28.7869  0.3309E-03
   -1   29   74  103        27.6032  0.2712E-03
   -1   29   75  104        29.6668  0.2651E-03
   -1   29   76  105        28.3687  0.2242E-03
   -1   29   77  106        30.2090  0.2285E-03
   -1   29   78  107        28.8515  0.1965E-03
   -1   29   79  108        30.7058  0.1993E-03
   -1   29   80  109        29.3732  0.1714E-03
   -1   29   81  110        31.2611  0.1724E-03
   -1   30   39   69         0.1558  0.8646E+07
   -1   30   41   71         2.0089  0.8303E+03
   -1   30   42   72         0.6904  0.1259E+05
   -1   30   43   73         3.8313  0.4825E+02
   -1   30   44   74         2.5880  0.5211E+02
   -1   30   45   75         5.6470  0.6742E+01
   -1   30   46   76         4.2830  0.4674E+01
   -1   30   47   77         7.0263  0.1823E+01
   -1   30   48   78         5.5469  0.1236E+01
   -1   30   49   79         8.1896  0.6730E+00
   -1   30   50   80         6.7035  0.4464E+00
   -1   30   51   81        11.2560  0.8677E-01
   -1   30   52   82         9.9231  0.5585E-01
   -1   30   53   83        12.5756  0.4157E-01
   -1   30   54   84        11.5172  0.2478E-01
   -1   30   55   85        14.2260  0.1875E-01
   -1   30   56   86        12.9344  0.1304E-01
   -1   30   57   87        15.5894  0.1034E-01
   -1   30   58   88        14.4963  0.6942E-02
   -1   30   59   89        17.0413  0.5831E-02
   -1   30   60   90        15.8521  0.4192E-02
   -1   30   61   91        18.4213  0.3530E-02
   -1   30   62   92        17.3367  0.2532E-02
   -1   30   63   93        19.9417  0.2132E-02
   -1   30   64   94        18.5950  0.1691E-02
   -1   30   65   95        20.9089  0.1552E-02
   -1   30   66   96        19.6833  0.1210E-02
   -1   30   67   97        21.9977  0.1112E-02
   -1   30   68   98        20.7953  0.8759E-03
   -1   30   69   99        23.0267  0.8222E-03
   -1   30   70  100        21.7898  0.6619E-03
   -1   30   71  101        24.0104  0.6229E-03
   -1   30   72  102        22.7777  0.5070E-03
   -1   30   73  103        24.9373  0.4836E-03
   -1   30   74  104        23.7403  0.3947E-03
   -1   30   75  105        25.8695  0.3788E-03
   -1   30   76  106        24.6922  0.3109E-03
   -1   30   77  107        26.7164  0.3047E-03
   -1   30   78  108        25.3676  0.2610E-03
   -1   30   79  109        27.3348  0.2584E-03
   -1   30   80  110        26.0089  0.2216E-03
   -1   30   81  111        27.8720  0.2236E-03
   -1   30   82  112        26.6957  0.1873E-03
   -1   30   83  113        28.7090  0.1833E-03
   -1   30   84  114        29.3499  0.1121E-03
   -1   31   39   70         1.7221  0.7525E+04
   -1   31   40   71         0.2628  0.1529E+07
   -1   31   41   72         3.4858  0.4198E+03
   -1   31   42   73         2.0417  0.7392E+03
   -1   31   43   74         5.1470  0.6558E+02
   -1   31   44   75         3.7627  0.4922E+02
   -1   31   45   76         6.8339  0.1169E+02
   -1   31   46   77         5.5538  0.7040E+01
   -1   31   47   78         8.4155  0.2834E+01
   -1   31   48   79         6.8866  0.1997E+01
   -1   31   49   80         9.5505  0.1104E+01
   -1   31   50   81         8.0415  0.7423E+00
   -1   31   51   82        12.6785  0.1328E+00
   -1   31   52   83        11.3175  0.8418E-01
   -1   31   53   84        13.9636  0.6252E-01
   -1   31   54   85        12.8387  0.3693E-01
   -1   31   55   86        15.5597  0.2761E-01
   -1   31   56   87        14.2489  0.1874E-01
   -1   31   57   88        17.0386  0.1403E-01
   -1   31   58   89        15.9026  0.9280E-02
   -1   31   59   90        18.5069  0.7635E-02
   -1   31   60   91        17.2313  0.5512E-02
   -1   31   61   92        19.7040  0.4793E-02
   -1   31   62   93        18.4919  0.3480E-02
   -1   31   63   94        20.9466  0.3061E-02
   -1   31   64   95        19.7371  0.2278E-02
   -1   31   65   96        22.0877  0.2074E-02
   -1   31   66   97        20.8478  0.1589E-02
   -1   31   67   98        23.1667  0.1461E-02
   -1   31   68   99        21.9378  0.1136E-02
   -1   31   69  100        24.2549  0.1046E-02
   -1   31   70  101        22.9876  0.8343E-03
   -1   31   71  102        25.2605  0.7777E-03
   -1   31   72  103        23.9901  0.6287E-03
   -1   31   73  104        26.1148  0.6068E-03
   -1   31   74  105        24.7928  0.5016E-03
   -1   31   75  106        26.8640  0.4894E-03
   -1   31   76  107        25.6380  0.3995E-03
   -1   31   77  108        27.7798  0.3833E-03
   -1   31   78  109        26.5162  0.3186E-03
   -1   31   79  110        28.5851  0.3101E-03
   -1   31   80  111        27.3021  0.2608E-03
   -1   31   81  112        29.1869  0.2632E-03
   -1   31   82  113        28.0041  0.2184E-03
   -1   31   83  114        30.0296  0.2140E-03
   -1   31   84  115        30.6545  0.1284E-03
   -1   31   85  116        32.6264  0.1269E-03
   -1   31   86  117        31.4202  0.1084E-03
   -1   32   43   75         1.2726  0.5287E+04
   -1   32   45   77         2.9428  0.1555E+03
   -1   32   46   78         1.6118  0.3983E+03
   -1   32   47   79         4.5896  0.1941E+02
   -1   32   48   80         3.0676  0.2184E+02
   -1   32   49   81         5.7077  0.5847E+01
   -1   32   50   82         4.1778  0.4787E+01
   -1   32   51   83         8.8912  0.3811E+00
   -1   32   52   84         7.5275  0.2344E+00
   -1   32   53   85        10.2363  0.1493E+00
   -1   32   54   86         9.0883  0.8471E-01
   -1   32   55   87        11.7957  0.5901E-01
   -1   32   56   88        10.3390  0.4181E-01
   -1   32   57   89        12.9791  0.3140E-01
   -1   32   58   90        11.7329  0.2093E-01
   -1   32   59   91        14.4776  0.1554E-01
   -1   32   60   92        13.3642  0.1028E-01
   -1   32   61   93        15.9669  0.8295E-02
   -1   32   62   94        14.6990  0.6035E-02
   -1   32   63   95        17.1680  0.5173E-02
   -1   32   64   96        15.8945  0.3868E-02
   -1   32   65   97        18.3044  0.3403E-02
   -1   32   66   98        17.0712  0.2568E-02
   -1   32   67   99        19.3936  0.2330E-02
   -1   32   68  100        18.1083  0.1819E-02
   -1   32   69  101        20.4647  0.1638E-02
   -1   32   70  102        19.2047  0.1291E-02
   -1   32   71  103        21.5245  0.1177E-02
   -1   32   72  104        20.3210  0.9283E-03
   -1   32   73  105        22.5128  0.8756E-03
   -1   32   74  106        21.1418  0.7286E-03
   -1   32   75  107        23.1951  0.7105E-03
   -1   32   76  108        21.8909  0.5866E-03
   -1   32   77  109        23.9432  0.5713E-03
   -1   32   78  110        22.6690  0.4726E-03
   -1   32   79  111        24.7878  0.4528E-03
   -1   32   80  112        23.5993  0.3709E-03
   -1   32   81  113        25.7139  0.3556E-03
   -1   32   82  114        24.5809  0.2906E-03
   -1   32   83  115        26.6572  0.2808E-03
   -1   32   84  116        27.3004  0.1645E-03
   -1   32   85  117        29.3107  0.1610E-03
   -1   32   86  118        28.0629  0.1382E-03
   -1   32   87  119        29.9615  0.1379E-03
   -1   32   88  120        28.6673  0.1200E-03
   -1   32   89  121        30.6486  0.1178E-03
   -1   33   41   74         0.8271  0.1222E+06
   -1   33   43   76         2.4995  0.1687E+04
   -1   33   44   77         1.0917  0.9139E+04
   -1   33   45   78         4.2136  0.1808E+03
   -1   33   46   79         2.9300  0.1488E+03
   -1   33   47   80         5.9321  0.2718E+02
   -1   33   48   81         4.4468  0.2125E+02
   -1   33   49   82         7.0950  0.8403E+01
   -1   33   50   83         5.5046  0.6788E+01
   -1   33   51   84        10.2221  0.6332E+00
   -1   33   52   85         8.8665  0.3827E+00
   -1   33   53   86        11.6358  0.2325E+00
   -1   33   54   87        10.4765  0.1288E+00
   -1   33   55   88        13.1837  0.8902E-01
   -1   33   56   89        11.7048  0.6199E-01
   -1   33   57   90        14.3310  0.4661E-01
